コード,企業名,市場区分,年度,売上高（億円）,営業利益（億円）,経常利益（億円）,純利益（億円）,EPS,ROE,ROA
9533,東邦瓦斯,プライム（内国株式）,2025/03,6560,309,324,255,251.78,5.68,3.35
8097,三愛オブリ,プライム（内国株式）,2025/03,6544,118,129,87,136.93,7.62,4.18
8060,キヤノンマーケティングジャパン,プライム（内国株式）,2024/12,6539,531,544,393,319.78,10.27,7.49
5334,日本特殊陶業,プライム（内国株式）,2025/03,6530,1297,,926,466.34,13.73,9.35
8086,ニプロ,プライム（内国株式）,2025/03,6446,266,108,51,31.35,2.03,0.44
5191,住友理工,プライム（内国株式）,2025/03,6333,416,,274,264.09,12.77,6.09
9001,東武鉄道,プライム（内国株式）,2025/03,6315,746,727,513,252.99,9.26,2.93
7735,ＳＣＲＥＥＮホールディングス,プライム（内国株式）,2025/03,6253,1357,1383,995,1023.53,23.65,14.82
5333,日本碍子,プライム（内国株式）,2025/03,6195,812,782,549,185.96,7.63,4.81
6995,東海理化電機製作所,プライム（内国株式）,2025/03,6177,354,345,278,328.33,8.8,5.44
8075,神鋼商事,プライム（内国株式）,2025/03,6172,132,118,86,324.2,9.37,2.21
2270,雪印メグミルク,プライム（内国株式）,2025/03,6158,191,203,139,205.93,5.68,3.23
1721,コムシスホールディングス,プライム（内国株式）,2025/03,6146,460,466,301,253.54,8.04,5.57
7004,カナデビア,プライム（内国株式）,2025/03,6105,269,243,221,131.33,11.67,3.63
9948,アークス,プライム（内国株式）,2025/02,6083,159,175,111,204.94,6.01,3.91
9065,山九,プライム（内国株式）,2025/03,6068,439,447,307,570.97,10.49,5.64
3151,バイタルケーエスケー・ホールディングス,プライム（内国株式）,2025/03,6004,57,70,73,149.01,6.9,2.44
9719,ＳＣＳＫ,プライム（内国株式）,2025/03,5961,661,,450,144.1,15.45,5.09
3003,ヒューリック,プライム（内国株式）,2024/12,5916,1634,1543,1023,134.43,12.29,3.36
4613,関西ペイント,プライム（内国株式）,2025/03,5888,520,491,383,202.02,14.23,5.1
1860,戸田建設,プライム（内国株式）,2025/03,5867,266,291,252,83.59,7.36,2.73
4202,ダイセル,プライム（内国株式）,2025/03,5865,610,623,495,181.44,13.75,6.08
6674,ジーエス・ユアサ　コーポレーション,プライム（内国株式）,2025/03,5803,500,463,304,303.24,8.76,4.38
1417,ミライト・ワン,プライム（内国株式）,2025/03,5786,280,275,172,189.4,6.57,3.19
6588,東芝テック,プライム（内国株式）,2025/03,5770,203,183,299,565.43,27.7,8.64
5471,大同特殊鋼,プライム（内国株式）,2025/03,5749,394,,283,134.56,6.6,3.62
8037,カメイ,プライム（内国株式）,2024/03,5722,157,171,101,300.92,6.7,3.11
3626,ＴＩＳ,プライム（内国株式）,2025/03,5717,690,705,500,214.99,14.57,8.96
5105,ＴＯＹＯ　ＴＩＲＥ,プライム（内国株式）,2024/12,5654,940,1021,748,485.86,15.83,10.35
6383,ダイフク,プライム（内国株式）,2024/12,5632,715,745,571,154.21,14.34,8.29
6841,横河電機,プライム（内国株式）,2025/03,5624,835,854,521,200.41,11.14,7.26
2264,森永乳業,プライム（内国株式）,2025/03,5612,297,299,55,64.59,2.05,1.05
3156,レスター,プライム（内国株式）,2025/03,5610,142,96,75,256.58,8.71,2.41
3099,三越伊勢丹ホールディングス,プライム（内国株式）,2025/03,5555,763,881,528,142.42,8.78,4.38
6141,ＤＭＧ森精機,プライム（内国株式）,2024/12,5550,437,,77,56.06,2.45,0.97
3186,ネクステージ,プライム（内国株式）,2024/11,5528,129,121,80,99.9,11.01,3.6
2331,綜合警備保障,プライム（内国株式）,2025/03,5519,402,431,271,55.41,8.01,4.74
4676,フジ・メディア・ホールディングス,プライム（内国株式）,2025/03,5508,183,252,-201,-95.74,,
5703,日本軽金属ホールディングス,プライム（内国株式）,2025/03,5502,217,198,124,200.01,5.31,2.27
8154,加賀電子,プライム（内国株式）,2025/03,5478,236,226,171,325.08,10.28,5.59
3050,ＤＣＭホールディングス,プライム（内国株式）,2025/02,5446,332,310,171,128.01,6.49,2.65
7701,島津製作所,プライム（内国株式）,2025/03,5390,717,720,538,183.55,10.8,8.0
6506,安川電機,プライム（内国株式）,2025/02,5377,502,,570,218.62,13.22,7.66
8570,イオンフィナンシャルサービス,プライム（内国株式）,2025/02,5333,615,626,195,90.45,4.2,0.25
2653,イオン九州,スタンダード（内国株式）,2025/02,5316,105,110,60,177.45,10.95,3.35
2602,日清オイリオグループ,プライム（内国株式）,2025/03,5309,193,181,128,396.39,6.87,3.31
2501,サッポロホールディングス,プライム（内国株式）,2024/12,5308,104,,77,99.0,3.94,1.16
8074,ユアサ商事,プライム（内国株式）,2025/03,5284,158,160,102,487.11,9.41,3.56
8273,イズミ,プライム（内国株式）,2025/02,5241,254,257,119,166.6,4.17,2.09
8051,山善,プライム（内国株式）,2025/03,5161,95,100,78,90.63,6.2,2.68
6923,スタンレー電気,プライム（内国株式）,2025/03,5096,490,555,321,205.73,6.6,4.28
6869,シスメックス,プライム（内国株式）,2025/03,5086,876,,537,86.07,11.57,8.07
3038,神戸物産,プライム（内国株式）,2024/10,5079,344,316,214,97.09,16.57,9.19
2875,東洋水産,プライム（内国株式）,2025/03,5076,755,839,629,626.41,13.06,10.57
5857,ＡＲＥホールディングス,プライム（内国株式）,2025/03,5062,200,,143,187.13,11.34,2.92
7516,コーナン商事,プライム（内国株式）,2025/02,5014,250,233,142,492.51,8.57,2.97
2267,ヤクルト本社,プライム（内国株式）,2025/03,4997,554,759,455,150.47,7.93,5.27
1861,熊谷組,プライム（内国株式）,2025/03,4986,143,144,94,217.72,5.14,2.02
8233,高島屋,プライム（内国株式）,2025/02,4985,575,604,395,126.33,8.36,3.05
7599,ＩＤＯＭ,プライム（内国株式）,2025/02,4967,199,191,134,133.92,16.93,6.11
4151,協和キリン,プライム（内国株式）,2024/12,4956,1954,,599,113.06,7.04,5.61
3105,日清紡ホールディングス,プライム（内国株式）,2024/12,4947,166,244,103,65.4,3.81,1.51
8253,クレディセゾン,プライム（内国株式）,2025/03,4922,1611,,664,423.01,9.41,1.42
4528,小野薬品工業,プライム（内国株式）,2025/03,4869,597,,500,106.55,6.4,4.7
4208,ＵＢＥ,プライム（内国株式）,2025/03,4868,180,224,-48,-49.6,,
2809,キユーピー,プライム（内国株式）,2024/11,4840,343,369,214,154.09,7.09,4.63
1959,九電工,プライム（内国株式）,2025/03,4740,414,444,289,408.35,9.31,5.91
2593,伊藤園,プライム（内国株式）,2025/04,4727,230,230,142,163.88,8.12,4.11
2678,アスクル,プライム（内国株式）,2024/05,4717,170,167,191,196.46,24.46,7.87
7456,松田産業,プライム（内国株式）,2025/03,4688,127,135,95,364.85,9.48,5.6
8804,東京建物,プライム（内国株式）,2024/12,4637,797,717,659,315.49,12.29,3.17
1821,三井住友建設,プライム（内国株式）,2025/03,4630,76,37,9,5.45,1.22,0.22
7951,ヤマハ,プライム（内国株式）,2025/03,4621,207,,134,27.58,2.97,2.26
9404,日本テレビホールディングス,プライム（内国株式）,2025/03,4619,549,657,460,183.42,4.79,3.73
7313,テイ・エス　テック,プライム（内国株式）,2025/03,4605,164,,86,70.68,2.82,2.0
5947,リンナイ,プライム（内国株式）,2025/03,4603,460,503,297,209.66,7.32,4.89
2281,プリマハム,プライム（内国株式）,2025/03,4584,89,105,71,140.79,5.93,2.95
6366,千代田化工建設,スタンダード（内国株式）,2025/03,4570,244,322,270,104.15,113.84,5.85
9627,アインホールディングス,プライム（内国株式）,2025/04,4568,169,181,93,264.31,6.5,2.97
8354,ふくおかフィナンシャルグループ,プライム（内国株式）,2025/03,4557,,1036,721,381.54,7.76,0.22
9142,九州旅客鉄道,プライム（内国株式）,2025/03,4544,590,596,437,278.96,9.56,3.83
9008,京王電鉄,プライム（内国株式）,2025/03,4529,541,533,429,353.74,10.34,3.82
6703,沖電気工業,プライム（内国株式）,2025/03,4525,186,168,125,143.92,8.57,3.04
7309,シマノ,プライム（内国株式）,2024/12,4510,651,987,763,853.35,8.65,7.96
8905,イオンモール,プライム（内国株式）,2025/02,4498,521,426,143,62.67,2.86,0.86
6963,ローム,プライム（内国株式）,2025/03,4485,-401,-297,-501,-129.71,,
2384,ＳＢＳホールディングス,プライム（内国株式）,2024/12,4481,177,185,96,242.19,10.9,3.03
3659,ネクソン,プライム（内国株式）,2024/12,4462,1242,,1348,161.79,13.23,10.73
6465,ホシザキ,プライム（内国株式）,2024/12,4455,515,578,372,258.48,10.21,6.83
8276,平和堂,プライム（内国株式）,2025/02,4449,134,146,107,209.07,5.65,3.48
2292,Ｓ　Ｆｏｏｄｓ,プライム（内国株式）,2025/02,4445,51,64,27,84.28,2.19,1.16
9031,西日本鉄道,プライム（内国株式）,2025/03,4435,267,287,208,267.21,8.36,2.66
3086,Ｊ．フロント　リテイリング,プライム（内国株式）,2025/02,4419,582,,414,160.35,10.11,3.56
7242,カヤバ,プライム（内国株式）,2025/03,4383,227,,149,300.0,6.61,3.22
4507,塩野義製薬,プライム（内国株式）,2025/03,4383,1566,,1704,200.36,12.51,11.1
3549,クスリのアオキホールディングス,プライム（内国株式）,2024/05,4369,186,201,123,130.1,11.13,4.06
8043,スターゼン,プライム（内国株式）,2025/03,4361,90,107,122,208.85,13.74,7.09
8848,レオパレス２１,プライム（内国株式）,2025/03,4318,292,269,179,56.22,21.98,8.25
6460,セガサミーホールディングス,プライム（内国株式）,2025/03,4289,481,531,451,209.78,11.82,6.99
2681,ゲオホールディングス,プライム（内国株式）,2025/03,4277,112,122,45,114.25,5.03,1.79
1719,安藤・間,プライム（内国株式）,2025/03,4252,352,341,264,168.75,15.45,7.11
9007,小田急電鉄,プライム（内国株式）,2025/03,4227,514,505,520,147.51,10.86,4.0
3148,クリエイトＳＤホールディングス,プライム（内国株式）,2024/05,4223,202,209,137,215.61,10.51,6.32
3101,東洋紡,プライム（内国株式）,2025/03,4220,167,106,20,22.72,1.03,0.32
2737,トーメンデバイス,プライム（内国株式）,2025/03,4217,102,74,56,821.65,11.26,4.9
9766,コナミグループ,プライム（内国株式）,2025/03,4216,1019,,747,551.0,15.5,11.23
4912,ライオン,プライム（内国株式）,2024/12,4129,284,,212,76.51,7.22,4.26
2001,ニップン,プライム（内国株式）,2025/03,4109,215,244,248,317.27,10.22,6.2
4114,日本触媒,プライム（内国株式）,2025/03,4093,191,,174,113.9,4.54,3.2
6370,栗田工業,プライム（内国株式）,2025/03,4089,313,,203,180.66,6.04,3.7
9023,東京地下鉄,プライム（内国株式）,2025/03,4078,869,770,537,92.51,7.5,2.65
4401,ＡＤＥＫＡ,プライム（内国株式）,2025/03,4071,410,393,250,245.55,8.43,4.61
9401,ＴＢＳホールディングス,プライム（内国株式）,2025/03,4067,195,316,439,273.03,4.69,3.39
2702,日本マクドナルドホールディングス,スタンダード（内国株式）,2024/12,4055,480,474,320,240.38,12.63,9.48
8056,ＢＩＰＲＯＧＹ,プライム（内国株式）,2025/03,4040,391,,270,272.64,15.95,8.15
8173,上新電機,プライム（内国株式）,2025/03,4033,37,35,34,131.1,3.26,1.47
9962,ミスミグループ本社,プライム（内国株式）,2025/03,4020,465,499,365,131.95,10.46,8.71
3197,すかいらーくホールディングス,プライム（内国株式）,2024/12,4011,242,,140,61.38,8.05,2.97
4061,デンカ,プライム（内国株式）,2025/03,4003,144,76,-123,-142.73,,
7186,コンコルディア・フィナンシャルグループ,プライム（内国株式）,2025/03,3991,,1228,828,71.64,6.43,0.33
4506,住友ファーマ,プライム（内国株式）,2025/03,3988,288,,236,59.49,13.95,3.18
6113,アマダ,プライム（内国株式）,2025/03,3967,491,,324,98.72,6.24,4.98
3436,ＳＵＭＣＯ,プライム（内国株式）,2024/12,3966,369,375,199,56.84,3.36,1.7
6146,ディスコ,プライム（内国株式）,2025/03,3933,1668,1689,1239,1143.26,25.22,18.94
9896,ＪＫホールディングス,スタンダード（内国株式）,2025/03,3933,74,78,43,148.18,6.73,1.92
1662,石油資源開発,プライム（内国株式）,2025/03,3891,620,642,812,314.91,15.38,11.91
9974,ベルク,プライム（内国株式）,2025/02,3878,170,174,124,594.13,11.27,6.17
9934,因幡電機産業,プライム（内国株式）,2025/03,3840,256,267,188,333.83,10.89,6.73
4205,日本ゼオン,プライム（内国株式）,2024/03,3823,205,269,311,147.19,8.58,5.84
1969,高砂熱学工業,プライム（内国株式）,2025/03,3817,324,350,276,416.15,15.29,8.25
8218,コメリ,プライム（内国株式）,2025/03,3792,224,222,137,289.11,5.57,3.55
8198,マックスバリュ東海,スタンダード（内国株式）,2025/02,3774,141,141,94,294.48,10.61,6.93
9715,トランス・コスモス,プライム（内国株式）,2025/03,3758,145,157,113,302.4,9.55,5.45
5975,東プレ,プライム（内国株式）,2025/03,3736,286,274,141,278.0,6.44,3.81
2670,エービーシー・マート,プライム（内国株式）,2025/02,3722,626,646,454,183.18,12.35,10.83
4666,パーク２４,プライム（内国株式）,2024/10,3709,387,354,186,109.19,23.85,6.3
6632,ＪＶＣケンウッド,プライム（内国株式）,2025/03,3703,218,,203,135.17,16.21,6.47
4062,イビデン,プライム（内国株式）,2025/03,3694,476,479,337,241.32,6.87,3.12
6457,グローリー,プライム（内国株式）,2025/03,3690,352,284,161,287.74,6.82,3.63
1820,西松建設,プライム（内国株式）,2025/03,3668,211,202,175,444.45,10.19,2.96
1766,東建コーポレーション,プライム（内国株式）,2025/04,3666,223,228,158,1173.63,11.8,6.9
7552,ハピネット,プライム（内国株式）,2025/03,3644,117,120,68,306.79,12.24,5.57
2531,宝ホールディングス,プライム（内国株式）,2025/03,3627,206,222,162,82.98,6.61,3.39
8331,千葉銀行,プライム（内国株式）,2025/03,3622,,1075,743,104.18,6.48,0.34
6523,ＰＨＣホールディングス,プライム（内国株式）,2025/03,3616,226,,105,83.13,7.4,1.97
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム（内国株式）,2024/09,3611,234,,146,127.46,19.11,4.01
3341,日本調剤,プライム（内国株式）,2025/03,3605,62,69,14,46.54,2.35,0.71
7167,めぶきフィナンシャルグループ,プライム（内国株式）,2025/03,3602,,828,582,58.38,6.03,0.27
167A,リョーサン菱洋ホールディングス,プライム（内国株式）,2025/03,3598,85,71,94,234.36,7.14,4.07
2168,パソナグループ,プライム（内国株式）,2024/05,3567,68,72,959,2447.55,64.58,31.85
6755,富士通ゼネラル,プライム（内国株式）,2025/03,3541,145,139,-39,-37.23,,
7512,イオン北海道,スタンダード（内国株式）,2025/02,3540,79,80,36,25.89,4.94,1.93
7988,ニフコ,プライム（内国株式）,2025/03,3530,492,521,448,461.94,16.28,11.79
5932,三協立山,プライム（内国株式）,2024/05,3530,38,39,-10,-32.51,,
6481,ＴＨＫ,プライム（内国株式）,2024/12,3528,173,,104,85.16,2.72,1.84
7593,ＶＴホールディングス,プライム（内国株式）,2025/03,3516,109,,53,43.83,7.44,1.91
4634,ａｒｔｉｅｎｃｅ,プライム（内国株式）,2024/12,3511,204,210,185,352.53,7.07,3.92
7222,日産車体,スタンダード（内国株式）,2025/03,3505,51,58,30,22.39,1.72,1.12
5301,東海カーボン,プライム（内国株式）,2024/12,3501,194,226,-567,-265.94,,
8041,ＯＵＧホールディングス,スタンダード（内国株式）,2025/03,3501,51,59,45,839.56,12.73,5.01
3417,大木ヘルスケアホールディングス,スタンダード（内国株式）,2025/03,3495,28,40,26,193.46,8.52,1.89
