コード,企業名,市場区分,業種,年度,売上高（億円）,営業利益（億円）,経常利益（億円）,純利益（億円）,EPS,ROE,ROA,IT投資比率,IT投資規模（億円）
6941.0,山一電機,プライム（内国株式）,機械,2024/03,364.0,29.0,29.0,21.0,100.43,5.41,4.03,0.0114,4
7500.0,西川計測,スタンダード（内国株式）,商社,2024/06,364.0,35.0,36.0,25.0,748.01,13.84,8.0,0.0084,3
7199.0,プレミアグループ,プライム（内国株式）,その他金融,2025/03,364.0,68.0,,47.0,122.6,24.58,2.51,0.0,0
3844.0,コムチュア,プライム（内国株式）,通信,2025/03,363.0,46.0,47.0,32.0,99.1,17.11,12.34,0.0185,7
6445.0,ジャノメ,プライム（内国株式）,機械,2025/03,363.0,22.0,23.0,18.0,98.8,5.19,3.61,0.0114,4
4109.0,ステラ　ケミファ,プライム（内国株式）,化学,2025/03,363.0,43.0,42.0,29.0,240.95,6.46,4.76,0.0095,3
4709.0,ＩＤホールディングス,プライム（内国株式）,通信,2025/03,363.0,38.0,39.0,24.0,142.54,17.63,10.63,0.0185,7
7461.0,キムラ,スタンダード（内国株式）,商社,2025/03,362.0,19.0,21.0,12.0,79.84,7.28,3.77,0.0084,3
1964.0,中外炉工業,プライム（内国株式）,建設,2025/03,362.0,27.0,30.0,30.0,407.59,10.58,6.15,0.0064,2
7416.0,はるやまホールディングス,スタンダード（内国株式）,小売,2025/03,361.0,6.0,10.0,7.0,41.15,2.77,1.54,0.0084,3
2294.0,柿安本店,プライム（内国株式）,食料品,2025/04,361.0,15.0,15.0,7.0,71.51,4.66,3.65,0.0095,3
2217.0,モロゾフ,プライム（内国株式）,食料品,2025/01,360.0,21.0,21.0,14.0,68.85,7.26,5.53,0.0095,3
8917.0,ファースト住建,スタンダード（内国株式）,サービス,2024/10,360.0,18.0,18.0,25.0,179.63,6.29,4.08,0.0185,7
6266.0,タツモ,プライム（内国株式）,機械,2024/12,359.0,59.0,60.0,42.0,289.94,17.57,8.63,0.0114,4
7839.0,ＳＨＯＥＩ,プライム（内国株式）,機械,2024/09,358.0,103.0,105.0,74.0,139.9,24.98,21.03,0.0114,4
4434.0,サーバーワークス,スタンダード（内国株式）,通信,2025/02,357.0,11.0,11.0,7.0,86.17,5.91,3.3,0.0185,7
4362.0,日本精化,プライム（内国株式）,化学,2025/03,357.0,49.0,52.0,39.0,172.07,8.04,6.47,0.0095,3
8920.0,東祥,スタンダード（内国株式）,サービス,2025/03,356.0,59.0,59.0,12.0,32.06,3.39,1.7,0.0185,7
7388.0,ＦＰパートナー,プライム（内国株式）,,2024/11,356.0,53.0,55.0,39.0,169.85,33.0,21.07,0.0,0
1780.0,ヤマウラ,プライム（内国株式）,建設,2025/03,356.0,39.0,40.0,30.0,158.63,12.9,9.74,0.0064,2
2305.0,スタジオアリス,スタンダード（内国株式）,サービス,2025/02,356.0,30.0,31.0,14.0,80.37,4.58,3.31,0.0185,7
8046.0,丸藤シートパイル,スタンダード（内国株式）,商社,2025/03,356.0,16.0,21.0,15.0,428.6,4.96,3.49,0.0084,3
2932.0,ＳＴＩフードホールディングス,スタンダード（内国株式）,食料品,2024/12,356.0,29.0,29.0,17.0,94.8,20.1,8.74,0.0095,3
9416.0,ビジョン,プライム（内国株式）,通信,2024/12,355.0,54.0,54.0,34.0,69.59,19.32,13.36,0.0185,7
7412.0,アトム,スタンダード（内国株式）,小売,2025/03,355.0,-7.0,-6.0,5.0,2.74,7.26,2.79,0.0084,3
7085.0,カーブスホールディングス,プライム（内国株式）,サービス,2024/08,355.0,55.0,55.0,36.0,38.74,18.37,8.62,0.0185,7
3374.0,内外テック,スタンダード（内国株式）,商社,2025/03,353.0,16.0,15.0,10.0,299.92,8.79,4.26,0.0084,3
2753.0,あみやき亭,プライム（内国株式）,小売,2025/03,353.0,26.0,27.0,17.0,84.5,7.91,6.24,0.0084,3
9663.0,ナガワ,プライム（内国株式）,サービス,2025/03,353.0,43.0,48.0,42.0,268.28,6.83,6.04,0.0185,7
7781.0,平山ホールディングス,スタンダード（内国株式）,機械,2024/06,353.0,11.0,12.0,8.0,102.32,16.96,6.16,0.0114,4
7610.0,テイツー,スタンダード（内国株式）,小売,2024/02,352.0,13.0,14.0,6.0,8.84,9.79,4.58,0.0084,3
7551.0,ウェッズ,スタンダード（内国株式）,自動車・関連部品,2025/03,351.0,22.0,23.0,14.0,89.22,8.36,5.53,0.0114,4
9351.0,東洋埠頭,スタンダード（内国株式）,運輸・倉庫,2025/03,351.0,12.0,14.0,11.0,151.67,4.11,2.2,0.0129,5
4718.0,早稲田アカデミー,プライム（内国株式）,サービス,2025/03,351.0,35.0,36.0,23.0,127.05,15.4,9.55,0.0185,6
8151.0,東陽テクニカ,プライム（内国株式）,商社,2024/09,350.0,34.0,34.0,25.0,112.95,9.01,6.45,0.0084,3
9900.0,サガミホールディングス,プライム（内国株式）,小売,2025/03,350.0,21.0,21.0,14.0,44.94,7.61,5.36,0.0084,3
6832.0,アオイ電子,スタンダード（内国株式）,機械,2025/03,350.0,4.0,4.0,2.0,15.9,0.41,0.35,0.0114,4
9686.0,東洋テック,スタンダード（内国株式）,サービス,2025/03,349.0,10.0,11.0,7.0,67.1,3.19,1.79,0.0185,6
7425.0,初穂商事,スタンダード（内国株式）,商社,2024/12,348.0,13.0,15.0,10.0,296.19,10.3,4.45,0.0084,3
4093.0,東邦アセチレン,プライム（内国株式）,化学,2025/03,348.0,19.0,22.0,13.0,37.03,7.03,3.83,0.0095,3
4629.0,大伸化学,スタンダード（内国株式）,化学,2025/03,347.0,8.0,9.0,6.0,128.52,3.56,2.33,0.0095,3
7088.0,フォーラムエンジニアリング,プライム（内国株式）,サービス,2025/03,347.0,42.0,43.0,29.0,55.08,22.33,15.36,0.0185,6
1921.0,巴コーポレーション,スタンダード（内国株式）,建設,2025/03,347.0,39.0,47.0,148.0,372.26,23.81,12.75,0.0064,2
9791.0,ビケンテクノ,スタンダード（内国株式）,サービス,2025/03,347.0,14.0,15.0,10.0,129.78,4.52,2.43,0.0185,6
2763.0,エフティグループ,スタンダード（内国株式）,商社,2025/03,346.0,93.0,,66.0,220.37,22.16,16.29,0.0084,3
6257.0,藤商事,スタンダード（内国株式）,機械,2025/03,346.0,32.0,34.0,26.0,122.85,5.49,4.83,0.0114,4
3399.0,丸千代山岡家,スタンダード（内国株式）,小売,2025/01,346.0,37.0,38.0,28.0,288.93,42.47,19.6,0.0084,3
2904.0,一正蒲鉾,スタンダード（内国株式）,食料品,2024/06,345.0,13.0,12.0,10.0,52.1,6.6,3.05,0.0095,3
3878.0,巴川コーポレーション,スタンダード（内国株式）,化学,2025/03,344.0,13.0,16.0,7.0,72.99,4.91,1.63,0.0095,3
3482.0,ロードスターキャピタル,プライム（内国株式）,サービス,2024/12,344.0,114.0,107.0,69.0,416.69,27.39,6.4,0.0185,6
5018.0,ＭＯＲＥＳＣＯ,スタンダード（内国株式）,エネルギー,2025/02,344.0,14.0,18.0,10.0,110.46,4.67,2.65,0.0,0
6874.0,協立電機,スタンダード（内国株式）,機械,2024/06,344.0,25.0,26.0,18.0,439.43,9.85,5.71,0.0114,4
5660.0,神鋼鋼線工業,スタンダード（内国株式）,素材,2025/03,343.0,12.0,12.0,10.0,174.95,4.3,2.35,0.0095,3
7875.0,竹田ｉＰホールディングス,スタンダード（内国株式）,機械,2025/03,342.0,14.0,15.0,12.0,150.13,6.86,3.96,0.0114,4
3561.0,力の源ホールディングス,プライム（内国株式）,小売,2025/03,342.0,28.0,28.0,18.0,58.35,16.49,9.48,0.0084,3
7377.0,ＤＮホールディングス,スタンダード（内国株式）,,2024/06,341.0,19.0,20.0,16.0,192.81,11.56,6.48,0.0,0
5658.0,日亜鋼業,スタンダード（内国株式）,素材,2025/03,341.0,13.0,21.0,11.0,22.48,2.06,1.47,0.0095,3
7636.0,ハンズマン,スタンダード（内国株式）,小売,2024/06,341.0,9.0,11.0,8.0,55.53,4.42,3.01,0.0084,3
7235.0,東京ラヂエーター製造,スタンダード（内国株式）,自動車・関連部品,2025/03,341.0,17.0,19.0,14.0,151.12,6.48,4.32,0.0114,4
4180.0,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,プライム（内国株式）,通信,2024/12,341.0,20.0,,29.0,28.7,8.53,6.56,0.0185,6
6957.0,芝浦電子,スタンダード（内国株式）,機械,2025/03,340.0,54.0,54.0,37.0,248.06,10.16,8.42,0.0114,4
3377.0,バイク王＆カンパニー,スタンダード（内国株式）,商社,2024/11,340.0,3.0,6.0,2.0,13.41,2.89,1.5,0.0084,3
4659.0,エイジス,スタンダード（内国株式）,サービス,2025/03,340.0,30.0,31.0,21.0,249.63,8.41,6.85,0.0185,6
9702.0,アイ・エス・ビー,プライム（内国株式）,通信,2024/12,340.0,28.0,29.0,20.0,177.8,15.05,10.26,0.0185,6
7119.0,ハルメクホールディングス,グロース（内国株式）,,2025/03,339.0,11.0,,6.0,57.02,7.6,2.98,0.0,0
4443.0,Ｓａｎｓａｎ,プライム（内国株式）,通信,2024/05,339.0,13.0,12.0,10.0,7.59,6.8,2.54,0.0185,6
6411.0,中野冷機,スタンダード（内国株式）,機械,2024/12,339.0,27.0,28.0,22.0,430.29,8.36,5.84,0.0114,4
9827.0,リリカラ,スタンダード（内国株式）,商社,2024/12,338.0,2.0,1.0,1.0,4.96,0.73,0.3,0.0084,3
1848.0,富士ピー・エス,スタンダード（内国株式）,建設,2025/03,338.0,9.0,9.0,22.0,123.24,17.77,5.79,0.0064,2
3180.0,ビューティガレージ,プライム（内国株式）,商社,2025/04,337.0,16.0,16.0,10.0,80.87,13.36,6.27,0.0084,3
9033.0,広島電鉄,スタンダード（内国株式）,運輸・倉庫,2025/03,337.0,-14.0,-12.0,14.0,45.4,3.31,1.32,0.0129,4
7991.0,マミヤ・オーピー,スタンダード（内国株式）,機械,2025/03,337.0,64.0,68.0,47.0,458.26,18.83,11.61,0.0114,4
4082.0,第一稀元素化学工業,プライム（内国株式）,化学,2025/03,336.0,23.0,6.0,8.0,32.63,2.09,1.22,0.0095,3
2674.0,ハードオフコーポレーション,プライム（内国株式）,小売,2025/03,335.0,32.0,34.0,23.0,166.52,12.67,9.03,0.0084,3
6393.0,油研工業,スタンダード（内国株式）,機械,2025/03,335.0,19.0,19.0,12.0,325.87,5.25,2.7,0.0114,4
9818.0,大丸エナウィン,スタンダード（内国株式）,商社,2025/03,334.0,13.0,14.0,9.0,116.15,5.96,4.02,0.0084,3
4714.0,リソー教育,プライム（内国株式）,サービス,2025/02,334.0,29.0,29.0,17.0,10.48,14.58,7.88,0.0185,6
6144.0,西部電機,スタンダード（内国株式）,機械,2025/03,334.0,32.0,33.0,24.0,155.57,7.63,5.06,0.0114,4
3150.0,グリムス,プライム（内国株式）,商社,2025/03,333.0,65.0,66.0,46.0,197.3,28.11,17.51,0.0084,3
4107.0,伊勢化学工業,スタンダード（内国株式）,化学,2024/12,333.0,77.0,74.0,51.0,995.01,14.26,11.21,0.0095,3
1840.0,土屋ホールディングス,スタンダード（内国株式）,建設,2024/10,333.0,2.0,2.0,8.0,30.34,5.87,2.79,0.0064,2
6145.0,ＮＩＴＴＯＫＵ,スタンダード（内国株式）,機械,2025/03,333.0,11.0,12.0,13.0,73.91,3.59,2.16,0.0114,4
8208.0,エンチョー,スタンダード（内国株式）,小売,2025/03,332.0,1.0,-1.0,0.0,-7.02,,,0.0084,3
8886.0,ウッドフレンズ,スタンダード（内国株式）,サービス,2024/05,332.0,-17.0,-21.0,-24.0,-1623.83,,,0.0185,6
7366.0,ＬＩＴＡＬＩＣＯ,プライム（内国株式）,サービス,2025/03,332.0,35.0,,24.0,67.27,19.26,7.34,0.0185,6
7856.0,萩原工業,プライム（内国株式）,機械,2024/10,331.0,21.0,22.0,15.0,110.63,5.23,3.57,0.0114,4
4552.0,ＪＣＲファーマ,プライム（内国株式）,医薬品,2025/03,331.0,-66.0,-75.0,-48.0,-38.43,,,0.0095,3
7614.0,オーエムツーネットワーク,スタンダード（内国株式）,小売,2025/01,328.0,15.0,17.0,11.0,163.94,6.37,4.98,0.0084,3
4406.0,新日本理化,スタンダード（内国株式）,化学,2025/03,327.0,8.0,12.0,5.0,14.0,2.94,1.39,0.0095,3
4187.0,大阪有機化学工業,プライム（内国株式）,化学,2024/11,327.0,46.0,48.0,40.0,191.25,8.9,6.74,0.0095,3
2353.0,日本駐車場開発,プライム（内国株式）,サービス,2024/07,327.0,65.0,65.0,51.0,16.1,33.0,12.12,0.0185,6
7769.0,リズム,プライム（内国株式）,機械,2025/03,327.0,8.0,12.0,8.0,91.83,2.42,1.68,0.0114,4
2938.0,オカムラ食品工業,スタンダード（内国株式）,,2024/06,327.0,25.0,29.0,20.0,126.04,13.91,5.02,0.0,0
1770.0,藤田エンジニアリング,スタンダード（内国株式）,建設,2025/03,326.0,30.0,31.0,18.0,194.98,9.42,5.9,0.0064,2
6278.0,ユニオンツール,プライム（内国株式）,機械,2024/12,326.0,69.0,71.0,53.0,305.82,7.22,6.7,0.0114,4
6706.0,電気興業,プライム（内国株式）,機械,2025/03,326.0,9.0,10.0,8.0,83.32,2.13,1.46,0.0114,4
4539.0,日本ケミファ,スタンダード（内国株式）,医薬品,2025/03,326.0,6.0,4.0,3.0,81.48,1.53,0.59,0.0095,3
4662.0,フォーカスシステムズ,プライム（内国株式）,通信,2025/03,326.0,22.0,22.0,16.0,103.61,11.15,7.5,0.0185,6
6222.0,島精機製作所,プライム（内国株式）,機械,2025/03,325.0,-119.0,-115.0,-143.0,-413.55,,,0.0114,4
2112.0,塩水港精糖,スタンダード（内国株式）,食料品,2025/03,325.0,29.0,31.0,21.0,77.9,12.85,7.26,0.0095,3
4318.0,クイック,プライム（内国株式）,サービス,2025/03,325.0,45.0,46.0,36.0,191.56,20.09,14.26,0.0185,6
2395.0,新日本科学,プライム（内国株式）,サービス,2025/03,324.0,30.0,65.0,49.0,118.3,12.31,5.33,0.0185,6
6235.0,オプトラン,プライム（内国株式）,機械,2024/12,324.0,66.0,82.0,64.0,145.31,10.82,7.8,0.0114,4
7743.0,シード,プライム（内国株式）,機械,2024/03,324.0,21.0,21.0,20.0,77.4,11.32,3.96,0.0114,4
1826.0,佐田建設,スタンダード（内国株式）,建設,2025/03,323.0,10.0,10.0,6.0,39.83,3.94,2.22,0.0064,2
7446.0,東北化学薬品,スタンダード（内国株式）,商社,2024/09,322.0,4.0,4.0,2.0,263.54,3.2,1.38,0.0084,3
6505.0,東洋電機製造,スタンダード（内国株式）,機械,2024/05,321.0,9.0,15.0,9.0,99.48,3.59,1.81,0.0114,4
6223.0,西部技研,スタンダード（内国株式）,,2024/12,321.0,40.0,42.0,33.0,162.73,11.15,7.8,0.0,0
6630.0,ヤーマン,プライム（内国株式）,機械,2024/04,320.0,4.0,10.0,4.0,7.23,1.58,1.37,0.0114,4
2393.0,日本ケアサプライ,スタンダード（内国株式）,サービス,2025/03,320.0,25.0,25.0,18.0,115.33,10.23,6.71,0.0185,6
9628.0,燦ホールディングス,プライム（内国株式）,サービス,2025/03,320.0,45.0,44.0,47.0,230.96,12.7,7.49,0.0185,6
6485.0,前澤給装工業,スタンダード（内国株式）,機械,2025/03,320.0,30.0,32.0,24.0,113.55,5.98,5.17,0.0114,4
3068.0,ＷＤＩ,スタンダード（内国株式）,小売,2025/03,320.0,7.0,7.0,9.0,148.77,14.47,4.12,0.0084,3
5363.0,東京窯業,スタンダード（内国株式）,素材,2025/03,319.0,45.0,50.0,31.0,70.58,7.65,5.29,0.0095,3
7081.0,コーユーレンティア,スタンダード（内国株式）,サービス,2024/12,319.0,21.0,21.0,15.0,140.98,14.08,8.46,0.0185,6
7030.0,スプリックス,スタンダード（内国株式）,サービス,2024/09,319.0,11.0,11.0,5.0,28.68,5.25,2.45,0.0185,6
2216.0,カンロ,スタンダード（内国株式）,食料品,2024/12,318.0,43.0,43.0,33.0,232.56,19.37,11.2,0.0095,3
9308.0,乾汽船,スタンダード（内国株式）,運輸・倉庫,2025/03,318.0,37.0,38.0,50.0,199.87,13.62,6.7,0.0129,4
,ロゴスホールディングス,グロース（内国株式）,,2024/05,317.0,14.0,14.0,9.0,230.73,28.78,6.65,0.0,0
7358.0,ポピンズ,スタンダード（内国株式）,サービス,2024/12,317.0,16.0,16.0,8.0,79.74,9.12,4.64,0.0185,6
4100.0,戸田工業,スタンダード（内国株式）,化学,2025/03,317.0,-6.0,-14.0,-36.0,-616.43,,,0.0095,3
9325.0,ファイズホールディングス,スタンダード（内国株式）,運輸・倉庫,2025/03,316.0,15.0,15.0,9.0,85.63,23.38,8.97,0.0129,4
7472.0,鳥羽洋行,スタンダード（内国株式）,商社,2025/03,316.0,17.0,18.0,12.0,310.78,5.87,4.01,0.0084,3
3302.0,帝国繊維,プライム（内国株式）,一次・二次産業,2024/12,315.0,35.0,46.0,33.0,124.48,4.91,3.93,0.0095,3
9976.0,セキチュー,スタンダード（内国株式）,小売,2025/02,315.0,6.0,6.0,5.0,91.53,4.28,2.1,0.0084,3
7271.0,安永,スタンダード（内国株式）,自動車・関連部品,2025/03,315.0,8.0,9.0,7.0,72.02,6.52,2.0,0.0114,4
1736.0,オーテック,スタンダード（内国株式）,建設,2025/03,314.0,40.0,42.0,29.0,186.1,12.84,8.29,0.0064,2
3778.0,さくらインターネット,プライム（内国株式）,通信,2025/03,314.0,41.0,41.0,29.0,75.22,9.77,3.61,0.0185,6
2705.0,大戸屋ホールディングス,スタンダード（内国株式）,小売,2025/03,314.0,17.0,17.0,12.0,168.82,27.33,10.31,0.0084,3
2752.0,フジオフードグループ本社,プライム（内国株式）,小売,2024/12,313.0,12.0,10.0,5.0,10.03,5.35,1.74,0.0084,3
7872.0,エステールホールディングス,スタンダード（内国株式）,機械,2025/03,313.0,2.0,3.0,-3.0,-32.93,,,0.0114,4
7434.0,オータケ,スタンダード（内国株式）,商社,2024/05,313.0,9.0,11.0,8.0,193.53,5.19,3.16,0.0084,3
5842.0,インテグラル,グロース（内国株式）,,2024/12,312.0,260.0,,181.0,544.66,31.42,22.9,0.0,0
5304.0,ＳＥＣカーボン,スタンダード（内国株式）,素材,2025/03,312.0,68.0,77.0,58.0,285.57,7.79,7.06,0.0095,3
7172.0,ジャパンインベストメントアドバイザー,プライム（内国株式）,證券,2024/12,311.0,121.0,116.0,81.0,133.18,12.05,3.29,0.0795,25
8864.0,空港施設,プライム（内国株式）,サービス,2025/03,311.0,45.0,46.0,26.0,51.27,4.3,2.37,0.0185,6
4712.0,ＫｅｙＨｏｌｄｅｒ,スタンダード（内国株式）,サービス,2024/12,311.0,28.0,,25.0,133.01,11.4,4.61,0.0185,6
6619.0,ダブル・スコープ,プライム（内国株式）,機械,2025/01,310.0,-10.0,-32.0,-37.0,-67.6,,,0.0114,4
7893.0,プロネクサス,プライム（内国株式）,機械,2025/03,310.0,2.0,,5.0,17.68,1.81,1.17,0.0114,4
3371.0,ソフトクリエイトホールディングス,プライム（内国株式）,通信,2025/03,310.0,55.0,58.0,35.0,141.93,17.03,9.97,0.0185,6
3452.0,ビーロット,スタンダード（内国株式）,サービス,2024/12,309.0,63.0,58.0,39.0,204.53,22.34,6.93,0.0185,6
3238.0,セントラル総合開発,スタンダード（内国株式）,サービス,2025/03,309.0,12.0,8.0,5.0,51.91,4.85,1.1,0.0185,6
4994.0,大成ラミックグループ,スタンダード（内国株式）,化学,2025/03,308.0,24.0,24.0,17.0,267.87,6.72,4.94,0.0095,3
7486.0,サンリン,スタンダード（内国株式）,商社,2025/03,308.0,7.0,13.0,8.0,67.11,3.93,2.82,0.0084,3
5821.0,平河ヒューテック,プライム（内国株式）,素材,2025/03,308.0,23.0,26.0,20.0,137.36,5.23,4.3,0.0095,3
3467.0,アグレ都市デザイン,スタンダード（内国株式）,サービス,2025/03,307.0,25.0,22.0,16.0,274.64,21.86,4.75,0.0185,6
2268.0,Ｂ－Ｒ　サーティワン　アイスクリーム,スタンダード（内国株式）,食料品,2024/12,307.0,24.0,24.0,15.0,160.2,11.32,5.87,0.0095,3
9757.0,船井総研ホールディングス,プライム（内国株式）,サービス,2024/12,306.0,83.0,84.0,60.0,128.01,24.7,19.06,0.0185,6
5074.0,テスホールディングス,プライム（内国株式）,建設,2024/06,306.0,24.0,77.0,12.0,16.81,2.85,0.99,0.0064,2
6333.0,帝国電機製作所,プライム（内国株式）,機械,2025/03,305.0,61.0,63.0,38.0,219.27,11.64,8.99,0.0114,3
4229.0,群栄化学工業,プライム（内国株式）,化学,2025/03,305.0,23.0,27.0,19.0,289.5,3.86,3.05,0.0095,3
3294.0,イーグランド,スタンダード（内国株式）,サービス,2025/03,305.0,15.0,12.0,9.0,144.53,7.68,2.81,0.0185,6
8891.0,ＡＭＧホールディングス,スタンダード（内国株式）,サービス,2025/03,304.0,16.0,14.0,10.0,344.29,8.88,3.33,0.0185,6
2491.0,バリューコマース,プライム（内国株式）,サービス,2024/12,304.0,42.0,41.0,29.0,113.2,22.2,14.57,0.0185,6
3198.0,ＳＦＰホールディングス,プライム（内国株式）,小売,2025/02,304.0,22.0,23.0,15.0,65.14,17.01,10.64,0.0084,3
8152.0,ソマール,スタンダード（内国株式）,商社,2025/03,304.0,26.0,27.0,26.0,1334.37,12.82,8.35,0.0084,3
7562.0,安楽亭,スタンダード（内国株式）,小売,2025/03,304.0,15.0,14.0,6.0,255.32,7.94,2.43,0.0084,3
3071.0,ストリーム,スタンダード（内国株式）,小売,2025/01,303.0,3.0,2.0,0.0,0.15,0.14,0.07,0.0084,3
1914.0,日本基礎技術,スタンダード（内国株式）,建設,2025/03,303.0,19.0,19.0,14.0,74.13,6.27,4.53,0.0064,2
9632.0,スバル興業,スタンダード（内国株式）,サービス,2025/01,303.0,48.0,49.0,32.0,251.23,9.12,7.93,0.0185,6
1429.0,日本アクア,プライム（内国株式）,建設,2024/12,303.0,26.0,26.0,18.0,58.56,17.44,7.64,0.0064,2
7122.0,近畿車輛,スタンダード（内国株式）,自動車・関連部品,2025/03,303.0,2.0,3.0,6.0,81.39,1.67,0.95,0.0114,3
9145.0,ビーイングホールディングス,スタンダード（内国株式）,運輸・倉庫,2024/12,302.0,22.0,23.0,14.0,229.84,19.35,7.54,0.0129,4
2927.0,ＡＦＣ－ＨＤアムスライフサイエンス,スタンダード（内国株式）,食料品,2024/08,302.0,19.0,19.0,13.0,89.2,8.99,2.66,0.0095,3
1776.0,三井住建道路,スタンダード（内国株式）,建設,2025/03,302.0,2.0,3.0,2.0,18.17,1.23,0.68,0.0064,2
3173.0,Ｃｏｍｉｎｉｘ,スタンダード（内国株式）,商社,2025/03,301.0,6.0,6.0,0.0,5.24,0.46,0.14,0.0084,3
4783.0,ＮＣＤ,スタンダード（内国株式）,通信,2025/03,301.0,28.0,29.0,19.0,232.95,24.48,11.84,0.0185,6
7157.0,ライフネット生命保険,グロース（内国株式）,生保,2025/03,301.0,,,60.0,74.63,6.51,5.16,0.0795,24
7059.0,コプロ・ホールディングス,プライム（内国株式）,サービス,2025/03,300.0,28.0,28.0,18.0,95.41,22.05,13.94,0.0185,6
3489.0,フェイスネットワーク,スタンダード（内国株式）,サービス,2025/03,299.0,45.0,41.0,28.0,280.38,28.36,9.22,0.0185,6
4979.0,ＯＡＴアグリオ,スタンダード（内国株式）,化学,2024/12,298.0,31.0,32.0,21.0,201.79,13.02,5.99,0.0095,3
4464.0,ソフト９９コーポレーション,スタンダード（内国株式）,化学,2025/03,297.0,40.0,42.0,29.0,135.18,5.15,4.51,0.0095,3
8595.0,ジャフコ　グループ,プライム（内国株式）,證券,2025/03,297.0,125.0,132.0,96.0,175.58,6.79,5.63,0.0795,24
4776.0,サイボウズ,プライム（内国株式）,通信,2024/12,297.0,49.0,53.0,36.0,74.99,30.57,16.86,0.0185,5
6484.0,ＫＶＫ,スタンダード（内国株式）,機械,2025/03,296.0,27.0,31.0,21.0,264.03,7.45,5.82,0.0114,3
5958.0,三洋工業,スタンダード（内国株式）,素材,2025/03,295.0,21.0,23.0,16.0,497.07,7.57,5.31,0.0095,3
6289.0,技研製作所,プライム（内国株式）,機械,2024/08,295.0,33.0,36.0,24.0,90.97,6.03,5.06,0.0114,3
1853.0,森組,スタンダード（内国株式）,建設,2025/03,295.0,11.0,10.0,9.0,28.12,6.18,3.64,0.0064,2
3396.0,フェリシモ,スタンダード（内国株式）,小売,2025/02,294.0,1.0,2.0,1.0,19.09,0.71,0.47,0.0084,2
7604.0,梅の花グループ,スタンダード（内国株式）,小売,2025/04,294.0,6.0,4.0,-4.0,-43.59,,,0.0084,2
4234.0,サンエー化研,スタンダード（内国株式）,化学,2025/03,294.0,0.0,1.0,2.0,23.12,1.18,0.63,0.0095,3
6658.0,シライ電子工業,スタンダード（内国株式）,機械,2025/03,293.0,26.0,26.0,21.0,137.56,20.9,10.67,0.0114,3
6850.0,チノー,プライム（内国株式）,機械,2025/03,293.0,29.0,30.0,20.0,234.24,9.06,5.27,0.0114,3
4323.0,日本システム技術,プライム（内国株式）,通信,2025/03,293.0,32.0,33.0,24.0,99.24,16.55,10.67,0.0185,5
5357.0,ヨータイ,プライム（内国株式）,素材,2025/03,293.0,35.0,36.0,26.0,141.66,7.96,6.34,0.0095,3
4480.0,メドレー,プライム（内国株式）,通信,2024/12,293.0,23.0,41.0,28.0,86.16,13.85,6.19,0.0185,5
8871.0,ゴールドクレスト,スタンダード（内国株式）,サービス,2025/03,293.0,75.0,70.0,50.0,150.86,3.75,2.25,0.0185,5
7921.0,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,プライム（内国株式）,機械,2024/05,293.0,42.0,43.0,30.0,231.76,10.9,8.33,0.0114,3
8364.0,清水銀行,プライム（内国株式）,銀行,2025/03,291.0,,23.0,19.0,163.21,2.6,0.1,0.0795,23
6059.0,ウチヤマホールディングス,スタンダード（内国株式）,サービス,2025/03,291.0,2.0,6.0,21.0,105.85,14.4,6.6,0.0185,5
6653.0,正興電機製作所,プライム（内国株式）,機械,2024/12,291.0,20.0,24.0,15.0,124.2,9.67,5.06,0.0114,3
7677.0,ヤシマキザイ,スタンダード（内国株式）,商社,2025/03,290.0,0.0,-5.0,-5.0,-177.73,,,0.0084,2
6822.0,大井電気,スタンダード（内国株式）,機械,2025/03,290.0,15.0,14.0,10.0,800.83,14.88,4.44,0.0114,3
6540.0,船場,スタンダード（内国株式）,サービス,2024/12,290.0,19.0,20.0,15.0,142.1,11.0,6.43,0.0185,5
6016.0,ジャパンエンジンコーポレーション,スタンダード（内国株式）,自動車・関連部品,2025/03,289.0,51.0,54.0,43.0,515.99,31.17,13.13,0.0114,3
1447.0,ＳＡＡＦホールディングス,グロース（内国株式）,建設,2025/03,289.0,3.0,1.0,-1.0,-5.28,,,0.0064,2
6210.0,ＴＯＹＯイノベックス,スタンダード（内国株式）,機械,2024/03,288.0,-1.0,-1.0,-13.0,-62.97,,,0.0114,3
4565.0,ネクセラファーマ,プライム（内国株式）,医薬品,2024/12,288.0,-54.0,,-48.0,-53.92,,,0.0095,3
6513.0,オリジン,スタンダード（内国株式）,機械,2025/03,288.0,-2.0,2.0,-1.0,-15.36,,,0.0114,3
5446.0,北越メタル,スタンダード（内国株式）,素材,2025/03,287.0,7.0,8.0,6.0,148.57,3.21,2.14,0.0095,3
4432.0,ウイングアーク１ｓｔ,プライム（内国株式）,通信,2025/02,287.0,82.0,,59.0,171.95,14.19,8.66,0.0185,5
5942.0,日本フイルコン,スタンダード（内国株式）,素材,2024/11,286.0,9.0,11.0,6.0,31.65,2.73,1.44,0.0095,3
3205.0,ダイドーリミテッド,スタンダード（内国株式）,一次・二次産業,2025/03,286.0,-1.0,-2.0,-25.0,-91.62,,,0.0095,3
4113.0,田岡化学工業,スタンダード（内国株式）,化学,2024/03,285.0,11.0,11.0,8.0,57.23,4.76,2.76,0.0095,3
