コード,企業名,市場区分,業種,年度,売上高（億円）,営業利益（億円）,経常利益（億円）,純利益（億円）,EPS,ROE,ROA,IT投資比率,IT投資規模（億円）
2296.0,伊藤ハム米久ホールディングス,プライム（内国株式）,食料品,2025/03,9888.0,196.0,208.0,131.0,230.87,4.59,2.8,0.0095,94
5803.0,フジクラ,プライム（内国株式）,素材,2025/03,9794.0,1355.0,1372.0,911.0,330.31,22.36,10.97,0.0095,93
3349.0,コスモス薬品,プライム（内国株式）,小売,2024/05,9650.0,315.0,343.0,245.0,308.61,10.57,5.13,0.0084,81
2433.0,博報堂ＤＹホールディングス,プライム（内国株式）,サービス,2025/03,9533.0,376.0,427.0,108.0,29.32,2.76,1.03,0.0185,176
8012.0,長瀬産業,プライム（内国株式）,商社,2025/03,9450.0,391.0,384.0,255.0,230.39,6.4,3.16,0.0084,79
2733.0,あらた,プライム（内国株式）,商社,2024/03,9441.0,145.0,153.0,103.0,303.01,9.41,3.26,0.0084,79
9843.0,ニトリホールディングス,プライム（内国株式）,小売,2025/03,9290.0,1204.0,1262.0,769.0,680.38,7.97,5.69,0.0084,78
8133.0,伊藤忠エネクス,プライム（内国株式）,商社,2025/03,9245.0,269.0,,171.0,151.63,9.93,3.87,0.0084,78
3048.0,ビックカメラ,プライム（内国株式）,小売,2024/08,9226.0,244.0,267.0,139.0,81.25,9.13,2.91,0.0084,77
5901.0,東洋製罐グループホールディングス,プライム（内国株式）,素材,2025/03,9225.0,342.0,376.0,224.0,134.05,3.36,1.86,0.0095,88
7276.0,小糸製作所,プライム（内国株式）,機械,2025/03,9167.0,449.0,491.0,462.0,156.49,7.37,5.2,0.0114,105
9509.0,北海道電力,プライム（内国株式）,エネルギー,2025/03,9021.0,758.0,641.0,642.0,312.76,16.39,2.86,0.0,0
9024.0,西武ホールディングス,プライム（内国株式）,運輸・倉庫,2025/03,9011.0,2927.0,2876.0,2582.0,901.98,45.97,14.08,0.0129,116
5233.0,太平洋セメント,プライム（内国株式）,素材,2025/03,8963.0,778.0,754.0,574.0,502.48,7.64,4.03,0.0095,85
2579.0,コカ・コーラ　ボトラーズジャパンホールディングス,プライム（内国株式）,食料品,2024/12,8927.0,134.0,,73.0,40.75,1.57,0.91,0.0095,85
1332.0,ニッスイ,プライム（内国株式）,一次・二次産業,2025/03,8861.0,318.0,353.0,254.0,81.66,9.16,4.0,0.0095,84
7741.0,ＨＯＹＡ,プライム（内国株式）,機械,2025/03,8858.0,,,2021.0,581.45,20.75,16.37,0.0114,101
8088.0,岩谷産業,プライム（内国株式）,商社,2025/03,8830.0,462.0,615.0,404.0,175.76,10.48,4.64,0.0084,74
7649.0,スギホールディングス,プライム（内国株式）,小売,2025/02,8780.0,426.0,420.0,257.0,141.96,10.25,5.19,0.0084,74
6448.0,ブラザー工業,プライム（内国株式）,機械,2025/03,8766.0,699.0,,548.0,214.27,7.92,5.87,0.0114,100
6361.0,荏原製作所,プライム（内国株式）,機械,2024/12,8667.0,980.0,,714.0,154.62,15.09,7.1,0.0114,99
9505.0,北陸電力,プライム（内国株式）,エネルギー,2025/03,8583.0,1010.0,914.0,651.0,311.98,17.11,3.5,0.0,0
1963.0,日揮ホールディングス,プライム（内国株式）,建設,2025/03,8581.0,-115.0,113.0,-4.0,-1.65,,,0.0064,55
9069.0,センコーグループホールディングス,プライム（内国株式）,運輸・倉庫,2025/03,8546.0,349.0,338.0,186.0,118.9,8.57,2.59,0.0129,110
9956.0,バローホールディングス,プライム（内国株式）,小売,2025/03,8544.0,232.0,262.0,137.0,257.63,7.98,2.97,0.0084,72
7419.0,ノジマ,プライム（内国株式）,小売,2025/03,8534.0,484.0,512.0,323.0,334.97,15.97,5.18,0.0084,72
2002.0,日清製粉グループ本社,プライム（内国株式）,食料品,2025/03,8515.0,464.0,492.0,347.0,117.33,7.15,4.39,0.0095,81
9507.0,四国電力,プライム（内国株式）,エネルギー,2025/03,8514.0,891.0,916.0,683.0,332.2,15.6,4.05,0.0,0
8194.0,ライフコーポレーション,プライム（内国株式）,小売,2025/02,8505.0,253.0,262.0,179.0,195.11,12.96,5.86,0.0084,71
5076.0,インフロニア・ホールディングス,プライム（内国株式）,,2025/03,8475.0,471.0,,324.0,131.17,6.24,2.23,0.0,0
3391.0,ツルハホールディングス,プライム（内国株式）,小売,2025/02,8456.0,379.0,378.0,172.0,353.67,6.12,2.95,0.0084,71
5202.0,日本板硝子,プライム（内国株式）,素材,2025/03,8404.0,165.0,,-138.0,-151.79,,,0.0095,80
5017.0,富士石油,プライム（内国株式）,エネルギー,2025/03,8402.0,-56.0,-39.0,-58.0,-74.78,,,0.0,0
8098.0,稲畑産業,プライム（内国株式）,商社,2025/03,8378.0,258.0,261.0,198.0,363.88,9.53,4.49,0.0084,70
3405.0,クラレ,プライム（内国株式）,化学,2024/12,8269.0,851.0,815.0,317.0,96.33,4.15,2.46,0.0095,79
6472.0,ＮＴＮ,プライム（内国株式）,機械,2025/03,8256.0,230.0,105.0,-238.0,-44.9,,,0.0114,94
3222.0,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード（内国株式）,小売,2025/02,8113.0,60.0,61.0,8.0,5.43,0.4,0.21,0.0084,68
4118.0,カネカ,プライム（内国株式）,化学,2025/03,8072.0,400.0,329.0,253.0,400.91,5.37,2.75,0.0095,77
9989.0,サンドラッグ,プライム（内国株式）,小売,2025/03,8018.0,445.0,438.0,308.0,262.9,11.4,6.93,0.0084,67
6645.0,オムロン,プライム（内国株式）,機械,2025/03,8018.0,540.0,,163.0,82.64,2.11,1.19,0.0114,91
5991.0,日本発條,プライム（内国株式）,素材,2025/03,8017.0,522.0,580.0,482.0,224.73,11.81,6.92,0.0095,76
4751.0,サイバーエージェント,プライム（内国株式）,サービス,2024/09,8012.0,401.0,397.0,160.0,31.56,10.27,3.09,0.0185,148
6954.0,ファナック,プライム（内国株式）,機械,2025/03,7971.0,1588.0,1967.0,1476.0,157.31,8.56,7.62,0.0114,91
6471.0,日本精工,プライム（内国株式）,機械,2025/03,7967.0,285.0,,106.0,21.78,1.63,0.87,0.0114,91
6273.0,ＳＭＣ,プライム（内国株式）,機械,2025/03,7921.0,1902.0,2099.0,1563.0,2444.62,8.11,7.44,0.0114,90
4523.0,エーザイ,プライム（内国株式）,医薬品,2025/03,7894.0,544.0,,464.0,163.76,5.52,3.35,0.0095,75
6857.0,アドバンテスト,プライム（内国株式）,機械,2025/03,7797.0,2282.0,,1612.0,218.67,31.82,18.87,0.0114,89
8278.0,フジ,プライム（内国株式）,小売,2025/02,7782.0,130.0,143.0,38.0,44.05,1.75,0.93,0.0084,65
2897.0,日清食品ホールディングス,プライム（内国株式）,食料品,2025/03,7766.0,744.0,,550.0,184.41,11.57,6.48,0.0095,74
4182.0,三菱瓦斯化学,プライム（内国株式）,化学,2025/03,7736.0,509.0,603.0,455.0,228.93,6.82,4.07,0.0095,73
2730.0,エディオン,プライム（内国株式）,小売,2025/03,7681.0,234.0,244.0,141.0,134.32,6.34,3.25,0.0084,65
7240.0,ＮＯＫ,プライム（内国株式）,自動車・関連部品,2025/03,7669.0,373.0,481.0,303.0,184.8,5.24,3.37,0.0114,87
4307.0,野村総合研究所,プライム（内国株式）,通信,2025/03,7648.0,1349.0,,938.0,163.56,21.6,10.1,0.0185,141
3231.0,野村不動産ホールディングス,プライム（内国株式）,サービス,2025/03,7576.0,1190.0,1067.0,748.0,86.77,9.98,2.79,0.0185,140
6586.0,マキタ,プライム（内国株式）,機械,2025/03,7531.0,1070.0,,793.0,294.9,8.57,7.17,0.0114,86
8282.0,ケーズホールディングス,プライム（内国株式）,小売,2025/03,7380.0,218.0,259.0,95.0,57.08,3.79,2.25,0.0084,62
9076.0,セイノーホールディングス,プライム（内国株式）,運輸・倉庫,2025/03,7374.0,299.0,281.0,193.0,115.41,4.85,2.5,0.0129,95
8279.0,ヤオコー,プライム（内国株式）,小売,2025/03,7364.0,334.0,326.0,202.0,493.3,11.14,5.36,0.0084,62
1893.0,五洋建設,プライム（内国株式）,建設,2025/03,7275.0,217.0,188.0,125.0,44.12,7.24,1.89,0.0064,47
5332.0,ＴＯＴＯ,プライム（内国株式）,素材,2025/03,7245.0,485.0,504.0,122.0,71.72,2.33,1.49,0.0095,69
,トライアルホールディングス,グロース（内国株式）,,2024/06,7179.0,192.0,198.0,114.0,109.76,9.89,4.03,0.0,0
7731.0,ニコン,プライム（内国株式）,機械,2025/03,7153.0,24.0,,61.0,17.86,0.96,0.55,0.0114,82
5016.0,ＪＸ金属,プライム（内国株式）,,2025/03,7149.0,1125.0,,683.0,73.53,11.1,5.32,0.0,0
5706.0,三井金属鉱業,プライム（内国株式）,素材,2025/03,7123.0,747.0,764.0,647.0,1130.94,19.5,9.83,0.0095,68
2801.0,キッコーマン,プライム（内国株式）,食料品,2025/03,7090.0,737.0,,617.0,64.99,12.13,9.08,0.0095,67
7241.0,フタバ産業,プライム（内国株式）,自動車・関連部品,2025/03,7071.0,152.0,133.0,62.0,69.38,5.28,1.98,0.0114,81
1944.0,きんでん,プライム（内国株式）,建設,2025/03,7051.0,610.0,645.0,472.0,236.26,7.89,5.75,0.0064,45
2871.0,ニチレイ,プライム（内国株式）,食料品,2025/03,7021.0,383.0,399.0,247.0,97.34,9.51,4.95,0.0095,67
2692.0,伊藤忠食品,プライム（内国株式）,商社,2025/03,6994.0,85.0,113.0,82.0,646.65,7.1,3.02,0.0084,59
8425.0,みずほリース,プライム（内国株式）,その他金融,2025/03,6954.0,490.0,662.0,420.0,154.54,10.98,1.08,0.0,0
9048.0,名古屋鉄道,プライム（内国株式）,運輸・倉庫,2025/03,6907.0,421.0,477.0,377.0,192.12,8.17,2.6,0.0129,89
9435.0,光通信,プライム（内国株式）,通信,2025/03,6866.0,1050.0,,1175.0,2671.56,12.85,4.96,0.0185,127
8242.0,エイチ・ツー・オー　リテイリング,プライム（内国株式）,小売,2025/03,6818.0,348.0,359.0,348.0,295.5,11.64,4.77,0.0084,57
4661.0,オリエンタルランド,プライム（内国株式）,サービス,2025/03,6794.0,1721.0,1733.0,1242.0,75.62,12.7,8.63,0.0185,126
5714.0,ＤＯＷＡホールディングス,プライム（内国株式）,素材,2025/03,6787.0,322.0,436.0,271.0,455.59,6.81,4.03,0.0095,64
7936.0,アシックス,プライム（内国株式）,機械,2024/12,6785.0,1001.0,926.0,638.0,88.3,27.38,12.29,0.0114,77
8424.0,芙蓉総合リース,プライム（内国株式）,その他金融,2025/03,6784.0,648.0,690.0,453.0,501.65,9.52,1.27,0.0,0
3360.0,シップヘルスケアホールディングス,プライム（内国株式）,商社,2025/03,6782.0,248.0,260.0,151.0,160.34,10.15,3.96,0.0084,57
1942.0,関電工,プライム（内国株式）,建設,2025/03,6719.0,583.0,595.0,424.0,207.35,11.52,7.03,0.0064,43
2607.0,不二製油,プライム（内国株式）,食料品,2025/03,6712.0,99.0,53.0,22.0,25.94,1.06,0.37,0.0095,64
1951.0,エクシオグループ,プライム（内国株式）,建設,2025/03,6708.0,425.0,435.0,269.0,128.97,8.36,4.18,0.0064,43
9274.0,ＫＰＰグループホールディングス,プライム（内国株式）,商社,2025/03,6700.0,135.0,97.0,80.0,117.99,9.27,2.27,0.0084,56
3880.0,大王製紙,プライム（内国株式）,化学,2025/03,6689.0,98.0,45.0,-112.0,-67.29,,,0.0095,64
7105.0,三菱ロジスネクスト,スタンダード（内国株式）,自動車・関連部品,2025/03,6656.0,208.0,149.0,87.0,81.25,7.0,1.69,0.0114,76
8227.0,しまむら,プライム（内国株式）,小売,2025/02,6654.0,592.0,606.0,419.0,569.83,8.36,7.39,0.0084,56
5929.0,三和ホールディングス,プライム（内国株式）,素材,2025/03,6624.0,805.0,840.0,575.0,264.61,17.86,10.76,0.0095,63
6269.0,三井海洋開発,プライム（内国株式）,機械,2024/12,6621.0,511.0,,349.0,510.3,18.67,4.9,0.0114,75
7453.0,良品計画,プライム（内国株式）,小売,2024/08,6617.0,561.0,558.0,416.0,157.1,14.2,8.16,0.0084,56
9533.0,東邦瓦斯,プライム（内国株式）,エネルギー,2025/03,6560.0,309.0,324.0,255.0,251.78,5.68,3.35,0.0,0
8097.0,三愛オブリ,プライム（内国株式）,商社,2025/03,6544.0,118.0,129.0,87.0,136.93,7.62,4.18,0.0084,55
8060.0,キヤノンマーケティングジャパン,プライム（内国株式）,商社,2024/12,6539.0,531.0,544.0,393.0,319.78,10.27,7.49,0.0084,55
5334.0,日本特殊陶業,プライム（内国株式）,素材,2025/03,6530.0,1297.0,,926.0,466.34,13.73,9.35,0.0095,62
8086.0,ニプロ,プライム（内国株式）,機械,2025/03,6446.0,266.0,108.0,51.0,31.35,2.03,0.44,0.0114,73
5191.0,住友理工,プライム（内国株式）,化学,2025/03,6333.0,416.0,,274.0,264.09,12.77,6.09,0.0095,60
9001.0,東武鉄道,プライム（内国株式）,運輸・倉庫,2025/03,6315.0,746.0,727.0,513.0,252.99,9.26,2.93,0.0129,81
7735.0,ＳＣＲＥＥＮホールディングス,プライム（内国株式）,機械,2025/03,6253.0,1357.0,1383.0,995.0,1023.53,23.65,14.82,0.0114,71
5333.0,日本碍子,プライム（内国株式）,素材,2025/03,6195.0,812.0,782.0,549.0,185.96,7.63,4.81,0.0095,59
6995.0,東海理化電機製作所,プライム（内国株式）,自動車・関連部品,2025/03,6177.0,354.0,345.0,278.0,328.33,8.8,5.44,0.0114,70
8075.0,神鋼商事,プライム（内国株式）,商社,2025/03,6172.0,132.0,118.0,86.0,324.2,9.37,2.21,0.0084,52
2270.0,雪印メグミルク,プライム（内国株式）,食料品,2025/03,6158.0,191.0,203.0,139.0,205.93,5.68,3.23,0.0095,59
1721.0,コムシスホールディングス,プライム（内国株式）,建設,2025/03,6146.0,460.0,466.0,301.0,253.54,8.04,5.57,0.0064,39
7004.0,カナデビア,プライム（内国株式）,機械,2025/03,6105.0,269.0,243.0,221.0,131.33,11.67,3.63,0.0114,70
9948.0,アークス,プライム（内国株式）,小売,2025/02,6083.0,159.0,175.0,111.0,204.94,6.01,3.91,0.0084,51
9065.0,山九,プライム（内国株式）,運輸・倉庫,2025/03,6068.0,439.0,447.0,307.0,570.97,10.49,5.64,0.0129,78
3151.0,バイタルケーエスケー・ホールディングス,プライム（内国株式）,商社,2025/03,6004.0,57.0,70.0,73.0,149.01,6.9,2.44,0.0084,50
9719.0,ＳＣＳＫ,プライム（内国株式）,通信,2025/03,5961.0,661.0,,450.0,144.1,15.45,5.09,0.0185,110
3003.0,ヒューリック,プライム（内国株式）,サービス,2024/12,5916.0,1634.0,1543.0,1023.0,134.43,12.29,3.36,0.0185,109
4613.0,関西ペイント,プライム（内国株式）,化学,2025/03,5888.0,520.0,491.0,383.0,202.02,14.23,5.1,0.0095,56
1860.0,戸田建設,プライム（内国株式）,建設,2025/03,5867.0,266.0,291.0,252.0,83.59,7.36,2.73,0.0064,38
4202.0,ダイセル,プライム（内国株式）,化学,2025/03,5865.0,610.0,623.0,495.0,181.44,13.75,6.08,0.0095,56
6674.0,ジーエス・ユアサ　コーポレーション,プライム（内国株式）,機械,2025/03,5803.0,500.0,463.0,304.0,303.24,8.76,4.38,0.0114,66
1417.0,ミライト・ワン,プライム（内国株式）,建設,2025/03,5786.0,280.0,275.0,172.0,189.4,6.57,3.19,0.0064,37
6588.0,東芝テック,プライム（内国株式）,機械,2025/03,5770.0,203.0,183.0,299.0,565.43,27.7,8.64,0.0114,66
5471.0,大同特殊鋼,プライム（内国株式）,素材,2025/03,5749.0,394.0,,283.0,134.56,6.6,3.62,0.0095,55
8037.0,カメイ,プライム（内国株式）,商社,2024/03,5722.0,157.0,171.0,101.0,300.92,6.7,3.11,0.0084,48
3626.0,ＴＩＳ,プライム（内国株式）,通信,2025/03,5717.0,690.0,705.0,500.0,214.99,14.57,8.96,0.0185,106
5105.0,ＴＯＹＯ　ＴＩＲＥ,プライム（内国株式）,化学,2024/12,5654.0,940.0,1021.0,748.0,485.86,15.83,10.35,0.0095,54
6383.0,ダイフク,プライム（内国株式）,機械,2024/12,5632.0,715.0,745.0,571.0,154.21,14.34,8.29,0.0114,64
6841.0,横河電機,プライム（内国株式）,機械,2025/03,5624.0,835.0,854.0,521.0,200.41,11.14,7.26,0.0114,64
2264.0,森永乳業,プライム（内国株式）,食料品,2025/03,5612.0,297.0,299.0,55.0,64.59,2.05,1.05,0.0095,53
3156.0,レスター,プライム（内国株式）,商社,2025/03,5610.0,142.0,96.0,75.0,256.58,8.71,2.41,0.0084,47
3099.0,三越伊勢丹ホールディングス,プライム（内国株式）,小売,2025/03,5555.0,763.0,881.0,528.0,142.42,8.78,4.38,0.0084,47
6141.0,ＤＭＧ森精機,プライム（内国株式）,機械,2024/12,5550.0,437.0,,77.0,56.06,2.45,0.97,0.0114,63
3186.0,ネクステージ,プライム（内国株式）,小売,2024/11,5528.0,129.0,121.0,80.0,99.9,11.01,3.6,0.0084,46
2331.0,綜合警備保障,プライム（内国株式）,サービス,2025/03,5519.0,402.0,431.0,271.0,55.41,8.01,4.74,0.0185,102
4676.0,フジ・メディア・ホールディングス,プライム（内国株式）,通信,2025/03,5508.0,183.0,252.0,-201.0,-95.74,,,0.0185,102
5703.0,日本軽金属ホールディングス,プライム（内国株式）,素材,2025/03,5502.0,217.0,198.0,124.0,200.01,5.31,2.27,0.0095,52
8154.0,加賀電子,プライム（内国株式）,商社,2025/03,5478.0,236.0,226.0,171.0,325.08,10.28,5.59,0.0084,46
3050.0,ＤＣＭホールディングス,プライム（内国株式）,小売,2025/02,5446.0,332.0,310.0,171.0,128.01,6.49,2.65,0.0084,46
7701.0,島津製作所,プライム（内国株式）,機械,2025/03,5390.0,717.0,720.0,538.0,183.55,10.8,8.0,0.0114,61
6506.0,安川電機,プライム（内国株式）,機械,2025/02,5377.0,502.0,,570.0,218.62,13.22,7.66,0.0114,61
8570.0,イオンフィナンシャルサービス,プライム（内国株式）,その他金融,2025/02,5333.0,615.0,626.0,195.0,90.45,4.2,0.25,0.0,0
2653.0,イオン九州,スタンダード（内国株式）,小売,2025/02,5316.0,105.0,110.0,60.0,177.45,10.95,3.35,0.0084,45
2602.0,日清オイリオグループ,プライム（内国株式）,食料品,2025/03,5309.0,193.0,181.0,128.0,396.39,6.87,3.31,0.0095,50
2501.0,サッポロホールディングス,プライム（内国株式）,食料品,2024/12,5308.0,104.0,,77.0,99.0,3.94,1.16,0.0095,50
8074.0,ユアサ商事,プライム（内国株式）,商社,2025/03,5284.0,158.0,160.0,102.0,487.11,9.41,3.56,0.0084,44
8273.0,イズミ,プライム（内国株式）,小売,2025/02,5241.0,254.0,257.0,119.0,166.6,4.17,2.09,0.0084,44
8051.0,山善,プライム（内国株式）,商社,2025/03,5161.0,95.0,100.0,78.0,90.63,6.2,2.68,0.0084,43
6923.0,スタンレー電気,プライム（内国株式）,機械,2025/03,5096.0,490.0,555.0,321.0,205.73,6.6,4.28,0.0114,58
6869.0,シスメックス,プライム（内国株式）,機械,2025/03,5086.0,876.0,,537.0,86.07,11.57,8.07,0.0114,58
3038.0,神戸物産,プライム（内国株式）,商社,2024/10,5079.0,344.0,316.0,214.0,97.09,16.57,9.19,0.0084,43
2875.0,東洋水産,プライム（内国株式）,食料品,2025/03,5076.0,755.0,839.0,629.0,626.41,13.06,10.57,0.0095,48
5857.0,ＡＲＥホールディングス,プライム（内国株式）,素材,2025/03,5062.0,200.0,,143.0,187.13,11.34,2.92,0.0095,48
7516.0,コーナン商事,プライム（内国株式）,小売,2025/02,5014.0,250.0,233.0,142.0,492.51,8.57,2.97,0.0084,42
2267.0,ヤクルト本社,プライム（内国株式）,食料品,2025/03,4997.0,554.0,759.0,455.0,150.47,7.93,5.27,0.0095,47
1861.0,熊谷組,プライム（内国株式）,建設,2025/03,4986.0,143.0,144.0,94.0,217.72,5.14,2.02,0.0064,32
